Time :2017-02-27 00:48:21.963,Couples: 60125054,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60175056,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60175056,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60685057,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60685057,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60415020,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60415020,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60075023,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60075023,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60105024,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60105024,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60445026,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60445026,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60445026,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60145027,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60145027,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60185028,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60185028,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60185028,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60605029,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60455030,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60455030,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60455030,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60335035,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60335035,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60305032,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60305032,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60695033,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60695033,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60355031,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60355031,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60195039,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60195039,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60615040,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60615040,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60655005,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60655005,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60665004,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60665004,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60405008,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60405008,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60405008,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60055009,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60055009,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60665056,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60675023,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60315024,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60315024,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60365027,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60365027,Exchanged Gift :338
Time :2017-02-27 00:48:21.963,Couples: 60385039,Exchanged Gift :307
Time :2017-02-27 00:48:21.963,Couples: 60385039,Exchanged Gift :338
