Time :2017-02-27 00:48:21.963,60605029,Compatibility :686.0
Time :2017-02-27 00:48:21.963,60035004,Compatibility :630.0
Time :2017-02-27 00:48:21.963,60315024,Compatibility :624.0
Time :2017-02-27 00:48:21.963,60675023,Compatibility :612.0
Time :2017-02-27 00:48:21.963,60455030,Compatibility :530.0
Time :2017-02-27 00:48:21.963,60065005,Compatibility :528.0
Time :2017-02-27 00:48:21.963,60685057,Compatibility :485.0
Time :2017-02-27 00:48:21.963,60075023,Compatibility :476.0
Time :2017-02-27 00:48:21.963,60385039,Compatibility :464.0
Time :2017-02-27 00:48:21.963,60055009,Compatibility :447.0
Time :2017-02-27 00:48:21.963,60355031,Compatibility :441.0
Time :2017-02-27 00:48:21.963,60045009,Compatibility :435.0
Time :2017-02-27 00:48:21.963,60195039,Compatibility :372.0
Time :2017-02-27 00:48:21.963,60665004,Compatibility :316.0
Time :2017-02-27 00:48:21.963,60125054,Compatibility :298.0
Time :2017-02-27 00:48:21.963,60085053,Compatibility :281.0
Time :2017-02-27 00:48:21.963,60305032,Compatibility :251.0
Time :2017-02-27 00:48:21.963,60365027,Compatibility :235.0
Time :2017-02-27 00:48:21.963,60465007,Compatibility :228.0
Time :2017-02-27 00:48:21.963,60665056,Compatibility :212.0
Time :2017-02-27 00:48:21.963,60445026,Compatibility :194.0
Time :2017-02-27 00:48:21.963,60145027,Compatibility :166.0
Time :2017-02-27 00:48:21.963,60185028,Compatibility :147.0
Time :2017-02-27 00:48:21.963,60025055,Compatibility :127.0
Time :2017-02-27 00:48:21.963,60415020,Compatibility :116.0
Time :2017-02-27 00:48:21.963,60615040,Compatibility :93.0
Time :2017-02-27 00:48:21.963,60635008,Compatibility :80.0
Time :2017-02-27 00:48:21.963,60395001,Compatibility :79.0
Time :2017-02-27 00:48:21.963,60655005,Compatibility :67.0
Time :2017-02-27 00:48:21.963,60335035,Compatibility :64.0
Time :2017-02-27 00:48:21.963,60405008,Compatibility :62.0
Time :2017-02-27 00:48:21.963,60695033,Compatibility :58.0
Time :2017-02-27 00:48:21.963,60645003,Compatibility :33.0
